word,pos,definition
ALOFT,adv.,"In the top; at the mast head, or on the higher yards or rigging; overhead; hence (Fig. and Colloq.), in or to heaven."
ALOFT,prep.,Above; on top of.
ALOGY,n.,Unreasonableness; absurdity.
ALOIN,n.,A bitter purgative principle in aloes.
ALONE,a.,"Quite by one's self; apart from, or exclusive of, others; single; solitary; -- applied to a person or thing."
ALONE,a.,Of or by itself; by themselves; without any thing more or any one else; without a sharer; only.
ALONE,a.,Sole; only; exclusive.
ALONE,a.,Hence; Unique; rare; matchless.
ALONE,adv.,Solely; simply; exclusively.
ALONG,adv.,By the length; in a line with the length; lengthwise.
ALONG,adv.,"In a line, or with a progressive motion; onward; forward."
ALONG,adv.,In company; together.
ALONG,prep.,"By the length of, as distinguished from across."
ALONG,,(Now heard only in the prep. phrase along of.)
ALOOF,n.,Same as Alewife.
ALOOF,adv.,"At or from a distance, but within view, or at a small distance; apart; away."
ALOOF,adv.,Without sympathy; unfavorably.
ALOOF,prep.,Away from; clear from.
ALOSE,v. t.,To praise.
ALOSE,n.,The European shad (Clupea alosa); -- called also allice shad or allis shad. The name is sometimes applied to the American shad (Clupea sapidissima). See Shad.
ALOUD,adv.,"With a loud voice, or great noise; loudly; audibly."
ALPEN,a.,Of or pertaining to the Alps.
ALPHA,n.,"The first letter in the Greek alphabet, answering to A, and hence used to denote the beginning."
ALPIA,n.,"The seed of canary grass (Phalaris Canariensis), used for feeding cage birds."
ALTAR,n.,A raised structure (as a square or oblong erection of stone or wood) on which sacrifices are offered or incense burned to a deity.
ALTAR,n.,"In the Christian church, a construction of stone, wood, or other material for the celebration of the Holy Eucharist; the communion table."
ALTER,v. t.,"To make otherwise; to change in some respect, either partially or wholly; to vary; to modify."
ALTER,v. t.,To agitate; to affect mentally.
ALTER,v. t.,To geld.
ALTER,v. i.,"To become, in some respects, different; to vary; to change; as, the weather alters almost daily; rocks or minerals alter by exposure."
ALTHO,conj.,Although.
ALTOS,pl. ,of Alto
ALULA,n.,A false or bastard wing. See under Bastard.
ALURE,n.,A walk or passage; -- applied to passages of various kinds.
ALVEI,pl. ,of Alveus
ALWAY,adv.,Always.
AMAIN,n.,With might; with full force; vigorously; violently; exceedingly.
AMAIN,n.,"At full speed; in great haste; also, at once."
AMAIN,v. t.,"To lower, as a sail, a yard, etc."
AMAIN,v. i.,"To lower the topsail, in token of surrender; to yield."
AMASS,v. t.,"To collect into a mass or heap; to gather a great quantity of; to accumulate; as, to amass a treasure or a fortune; to amass words or phrases."
AMASS,n.,A mass; a heap.
AMATE,v. t.,To dismay; to dishearten; to daunt.
AMATE,v. t.,To be a mate to; to match.
AMAZE,v. t.,To bewilder; to stupefy; to bring into a maze.
AMAZE,v. t.,"To confound, as by fear, wonder, extreme surprise; to overwhelm with wonder; to astound; to astonish greatly."
AMAZE,v. i.,To be astounded.
AMAZE,v. t.,"Bewilderment, arising from fear, surprise, or wonder; amazement."
AMBER,n.,"A yellowish translucent resin resembling copal, found as a fossil in alluvial soils, with beds of lignite, or on the seashore in many places. It takes a fine polish, and is used for pipe mouthpieces, beads, etc., and as a basis for a fine varnish. By friction, it becomes strongly electric."
AMBER,n.,"Amber color, or anything amber-colored; a clear light yellow; as, the amber of the sky."
AMBER,n.,Ambergris.
AMBER,n.,"The balsam, liquidambar."
AMBER,a.,Consisting of amber; made of amber.
AMBER,a.,"Resembling amber, especially in color; amber-colored."
AMBER,v. t.,"To scent or flavor with ambergris; as, ambered wine."
AMBER,v. t.,"To preserve in amber; as, an ambered fly."
AMBIT,n.,Circuit or compass.
AMBLE,v. i.,To go at the easy gait called an amble; -- applied to the horse or to its rider.
AMBLE,v. i.,To move somewhat like an ambling horse; to go easily or without hard shocks.
AMBLE,n.,"A peculiar gait of a horse, in which both legs on the same side are moved at the same time, alternating with the legs on the other side."
AMBLE,n.,A movement like the amble of a horse.
AMBOS,pl. ,of Ambo
AMBON,n.,Same as Ambo.
AMBRY,n.,"In churches, a kind of closet, niche, cupboard, or locker for utensils, vestments, etc."
AMBRY,n.,"A store closet, as a pantry, cupboard, etc."
AMBRY,n.,Almonry.
AMEER,n.,Alt. of Amir
AMEND,v. t.,To change or modify in any way for the better
AMEND,v. t.,"by simply removing what is erroneous, corrupt, superfluous, faulty, and the like;"
AMEND,v. t.,by supplying deficiencies;
AMEND,v. t.,by substituting something else in the place of what is removed; to rectify.
AMEND,v. i.,To grow better by rectifying something wrong in manners or morals; to improve.
AMENT,n.,A species of inflorescence; a catkin.
AMESS,n.,"Amice, a hood or cape. See 2d Amice."
AMICE,n.,"A square of white linen worn at first on the head, but now about the neck and shoulders, by priests of the Roman Catholic Church while saying Mass."
AMICE,n.,"A hood, or cape with a hood, made of lined with gray fur, formerly worn by the clergy; -- written also amess, amyss, and almuce."
AMIDE,n.,A compound formed by the union of amidogen with an acid element or radical. It may also be regarded as ammonia in which one or more hydrogen atoms have been replaced by an acid atom or radical.
AMIDO,a.,"Containing, or derived from, amidogen."
AMINE,n.,One of a class of strongly basic substances derived from ammonia by replacement of one or more hydrogen atoms by a basic atom or radical.
AMISS,adv.,Astray; faultily; improperly; wrongly; ill.
AMISS,a.,"Wrong; faulty; out of order; improper; as, it may not be amiss to ask advice."
AMISS,n.,"A fault, wrong, or mistake."
AMITY,n.,"Friendship, in a general sense, between individuals, societies, or nations; friendly relations; good understanding; as, a treaty of amity and commerce; the amity of the Whigs and Tories."
AMONG,prep.,Alt. of Amongst
AMORT,a.,As if dead; lifeless; spiritless; dejected; depressed.
AMOUR,n.,Love; affection.
AMOUR,n.,"Love making; a love affair; usually, an unlawful connection in love; a love intrigue; an illicit love affair."
AMOVE,v. t.,"To remove, as a person or thing, from a position."
AMOVE,v. t.,To dismiss from an office or station.
AMOVE,v. t. & i.,To move or be moved; to excite.
AMPLE,a.,"Large; great in size, extent, capacity, or bulk; spacious; roomy; widely extended."
AMPLE,a.,"Fully sufficient; abundant; liberal; copious; as, an ample fortune; ample justice."
AMPLE,a.,"Not contracted of brief; not concise; extended; diffusive; as, an ample narrative."
AMPLY,adv.,In an ample manner.
AMPUL,n.,"Same as Ampulla, 2."
AMPYX,n.,"A woman's headband (sometimes of metal), for binding the front hair."
AMSEL,n.,Alt. of Amzel
AMZEL,n.,The European ring ousel (Turdus torquatus).
AMUCK,a. & adv.,In a frenzied and reckless manner.
AMUSE,v.,"To occupy or engage the attention of; to lose in deep thought; to absorb; also, to distract; to bewilder."
AMUSE,v.,To entertain or occupy in a pleasant manner; to stir with pleasing or mirthful emotions; to divert.
AMUSE,v.,To keep in expectation; to beguile; to delude.
AMUSE,v. i.,To muse; to mediate.
AMYSS,n.,"Same as Amice, a hood or cape."
ANAKS,n. pl.,A race of giants living in Palestine.
ANCLE,n.,See Ankle.
ANCON,n.,"The olecranon, or the elbow."
ANCON,n.,Alt. of Ancone
ANEAR,prep. & adv.,Near.
ANEAR,v. t. & i.,To near; to approach.
ANELE,v. t.,To anoint.
ANELE,v. t.,To give extreme unction to.
ANENT,a.,"Over against; as, he lives anent the church."
ANENT,a.,"About; concerning; in respect; as, he said nothing anent this particular."
ANGEL,n.,A messenger.
ANGEL,n.,"A spiritual, celestial being, superior to man in power and intelligence. In the Scriptures the angels appear as God's messengers."
ANGEL,n.,"One of a class of ""fallen angels;"" an evil spirit; as, the devil and his angels."
ANGEL,n.,"A minister or pastor of a church, as in the Seven Asiatic churches."
ANGEL,n.,Attendant spirit; genius; demon.
ANGEL,n.,An appellation given to a person supposed to be of angelic goodness or loveliness; a darling.
ANGEL,n.,"An ancient gold coin of England, bearing the figure of the archangel Michael. It varied in value from 6s. 8d. to 10s."
ANGER,n.,"Trouble; vexation; also, physical pain or smart of a sore, etc."
ANGER,n.,"A strong passion or emotion of displeasure or antagonism, excited by a real or supposed injury or insult to one's self or others, or by the intent to do such injury."
ANGER,v. t.,To make painful; to cause to smart; to inflame.
ANGER,v. t.,To excite to anger; to enrage; to provoke.
ANGLE,n.,The inclosed space near the point where two lines meet; a corner; a nook.
ANGLE,n.,The figure made by. two lines which meet.
ANGLE,n.,"The difference of direction of two lines. In the lines meet, the point of meeting is the vertex of the angle."
ANGLE,n.,A projecting or sharp corner; an angular fragment.
ANGLE,n.,"A name given to four of the twelve astrological ""houses."""
ANGLE,n.,"A fishhook; tackle for catching fish, consisting of a line, hook, and bait, with or without a rod."
ANGLE,v. i.,"To fish with an angle (fishhook), or with hook and line."
ANGLE,v. i.,"To use some bait or artifice; to intrigue; to scheme; as, to angle for praise."
ANGLE,v. t.,To try to gain by some insinuating artifice; to allure.
ANGOR,n.,"Great anxiety accompanied by painful constriction at the upper part of the belly, often with palpitation and oppression."
ANGRY,superl.,Troublesome; vexatious; rigorous.
ANGRY,superl.,"Inflamed and painful, as a sore."
ANGRY,superl.,"Touched with anger; under the emotion of anger; feeling resentment; enraged; -- followed generally by with before a person, and at before a thing."
ANGRY,superl.,"Showing anger; proceeding from anger; acting as if moved by anger; wearing the marks of anger; as, angry words or tones; an angry sky; angry waves."
ANGRY,superl.,Red.
ANGRY,superl.,Sharp; keen; stimulated.
ANIGH,prep. & adv.,Nigh.
ANILE,a.,Old-womanish; imbecile.
ANIME,a.,Of a different tincture from the animal itself; -- said of the eyes of a rapacious animal.
ANIME,n.,"A resin exuding from a tropical American tree (Hymenaea courbaril), and much used by varnish makers."
ANIMI,pl. ,of Animus
ANION,n.,"An electro-negative element, or the element which, in electro-chemical decompositions, is evolved at the anode; -- opposed to cation."
ANISE,n.,"An umbelliferous plant (Pimpinella anisum) growing naturally in Egypt, and cultivated in Spain, Malta, etc., for its carminative and aromatic seeds."
ANISE,n.,The fruit or seeds of this plant.
ANKER,n.,"A liquid measure in various countries of Europe. The Dutch anker, formerly also used in England, contained about 10 of the old wine gallons, or 8/ imperial gallons."
ANKLE,n.,The joint which connects the foot with the leg; the tarsus.
ANNAT,n.,"A half years's stipend, over and above what is owing for the incumbency, due to a minister's heirs after his decease."
ANNAL,n.,See Annals.
ANNEX,v. t.,To join or attach; usually to subjoin; to affix; to append; -- followed by to.
ANNEX,v. t.,"To join or add, as a smaller thing to a greater."
ANNEX,v. t.,"To attach or connect, as a consequence, condition, etc.; as, to annex a penalty to a prohibition, or punishment to guilt."
ANNEX,v. i.,To join; to be united.
ANNEX,n.,"Something annexed or appended; as, an additional stipulation to a writing, a subsidiary building to a main building; a wing."
ANNOY,n.,"To disturb or irritate, especially by continued or repeated acts; to tease; to ruffle in mind; to vex; as, I was annoyed by his remarks."
ANNOY,n.,"To molest, incommode, or harm; as, to annoy an army by impeding its march, or by a cannonade."
ANNOY,n.,"A feeling of discomfort or vexation caused by what one dislikes; also, whatever causes such a feeling; as, to work annoy."
ANNUL,a.,To reduce to nothing; to obliterate.
ANNUL,a.,"To make void or of no effect; to nullify; to abolish; to do away with; -- used appropriately of laws, decrees, edicts, decisions of courts, or other established rules, permanent usages, and the like, which are made void by component authority."
ANODE,n.,"The positive pole of an electric battery, or more strictly the electrode by which the current enters the electrolyte on its way to the other pole; -- opposed to cathode."
ANOIL,v. t.,To anoint with oil.
ANOMY,n.,Disregard or violation of law.
ANONA,n.,"A genus of tropical or subtropical plants of the natural order Anonaceae, including the soursop."
ANORN,v. t.,To adorn.
ANSAE,pl. ,of Ansa
ANTAE,pl. ,of Anta
ANTES,n. pl.,Antae. See Anta.
ANTIC,a.,Old; antique.
ANTIC,a.,
ANTIC,a.,Odd; fantastic; fanciful; grotesque; ludicrous.
ANTIC,n.,A buffoon or merry-andrew; one that practices odd gesticulations; the Fool of the old play.
ANTIC,n.,"An odd imagery, device, or tracery; a fantastic figure."
ANTIC,n.,A grotesque trick; a piece of buffoonery; a caper.
ANTIC,n.,A grotesque representation.
ANTIC,n.,An antimask.
ANTIC,v. t.,To make appear like a buffoon.
ANTIC,v. i.,To perform antics.
ANTRE,n.,A cavern.
ANTRA,pl. ,of Antrum
ANURA,n. pl.,"One of the orders of amphibians characterized by the absence of a tail, as the frogs and toads."
ANURY,n.,Nonsecretion or defective secretion of urine; ischury.
